decade,year,artists,name,genres,duration_ms,artist_song,release_date,valence,acousticness,danceability,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,id
1930,1936,"Ludwig van Beethoven, Wilhelm Kempff","Piano Sonata No. 32 in C Minor, Op. 111: II. Arietta: Adagio molto semplice e cantabile",,955960,"Ludwig van Beethoven, Wilhelm Kempff - Piano Sonata No. 32 in C Minor, Op. 111: II. Arietta: Adagio molto semplice e cantabile",1936,0.0471,0.98,0.155,0.0902,0,0.342,0,0.263,-21.935,1,0,0.0384,51.651,3hbqS57E4yDQflkpi0XbW7
1930,1936,"Ludwig van Beethoven, Wilma Lipp, Marga Höffgen, Murray Dickie, Gottlob Frick, Chorale Elisabeth Brasseur, Orchestre De La Société Des Concerts Du Conservatoire, Carl Schuricht","Symphony No. 9 in D Minor, Op. 125 ""Ode to Joy"": I. Allegro ma non troppo, un poco maestoso",,951747,"Ludwig van Beethoven, Wilma Lipp, Marga Höffgen, Murray Dickie, Gottlob Frick, Chorale Elisabeth Brasseur, Orchestre De La Société Des Concerts Du Conservatoire, Carl Schuricht - Symphony No. 9 in D Minor, Op. 125 ""Ode to Joy"": I. Allegro ma non troppo, un poco maestoso",1936,0.147,0.9620000000000001,0.233,0.222,0,0.8759999999999999,7,0.0609,-14.168,0,0,0.0332,73.15100000000002,13Vkf57WISIW2T5fLOknxv
1930,1938,"Gustav Mahler, Wiener Philharmoniker, Bruno Walter",Symphony No. 9 in D Major: II. Im Tempo eines gemächlichen Ländlers - Live,,945107,"Gustav Mahler, Wiener Philharmoniker, Bruno Walter - Symphony No. 9 in D Major: II. Im Tempo eines gemächlichen Ländlers - Live",1938,0.302,0.95,0.32,0.196,0,0.7,0,0.19699999999999998,-16.066,1,0,0.0358,91.5,1GTaUP70Ids04tgLoRxiph
1930,1936,"Ernst H. Gombrich, Christoph Waltz","Eine kurze Weltgeschichte für junge Leser: Von den Anfängen bis zum Mittelalter, Kapitel 17",,941240,"Ernst H. Gombrich, Christoph Waltz - Eine kurze Weltgeschichte für junge Leser: Von den Anfängen bis zum Mittelalter, Kapitel 17",1936,0.655,0.18899999999999997,0.7140000000000001,0.35600000000000004,0,1.0300000000000001e-05,10,0.159,-17.637,0,17,0.937,125.435,4IKr3NTgrGAiUX28lWhCAn
1930,1935,"Ludwig van Beethoven, Karl Böhm, Staatskapelle Dresden","Beethoven: Symphony No. 9 in D Minor, Op. 125 ""Choral"": I. Allegro ma non troppo, un poco maestoso",,937320,"Ludwig van Beethoven, Karl Böhm, Staatskapelle Dresden - Beethoven: Symphony No. 9 in D Minor, Op. 125 ""Choral"": I. Allegro ma non troppo, un poco maestoso",1935,0.195,0.863,0.239,0.154,0,0.903,7,0.267,-14.367,0,0,0.0356,73.37100000000002,5M1u6oZWJnFh58HcGcuIEV
1930,1939,Alcoholics Anonymous,Annie the Cop Fighter,,931996,Alcoholics Anonymous - Annie the Cop Fighter,1939-01-01,0.494,0.763,0.6940000000000001,0.21899999999999997,0,0.0,10,0.331,-18.762999999999998,0,0,0.9620000000000001,103.12,4t4oYFl8TRSFrCwvZVhyya
1930,1937,"Ludwig van Beethoven, Rudolf Serkin","Sonate pour piano No. 30 in E Major, Op. 109: III. Gesangvoll, mit innigster Empfindung (Andante molto cantabile ed espressivo)",,925640,"Ludwig van Beethoven, Rudolf Serkin - Sonate pour piano No. 30 in E Major, Op. 109: III. Gesangvoll, mit innigster Empfindung (Andante molto cantabile ed espressivo)",1937,0.0385,0.9940000000000001,0.35,0.0879,0,0.922,4,0.0864,-18.79,1,0,0.0543,75.523,6gfXtfyuTLU3C2fM4P00iu
1930,1934,"Ludwig van Beethoven, Paris Conservatoire Orchestra",Piano Concerto No. 3 in C Minor Op. 37: I Allegro con brio (cadenza: Moscheles),,921187,"Ludwig van Beethoven, Paris Conservatoire Orchestra - Piano Concerto No. 3 in C Minor Op. 37: I Allegro con brio (cadenza: Moscheles)",1934,0.127,0.985,0.26899999999999996,0.111,0,0.823,8,0.11800000000000001,-19.736,1,0,0.040999999999999995,72.411,0DhwCvMDnXHuehsT5uwNbn
1930,1930,"Franz Liszt, Vladimir Horowitz","Ballade No. 2 in B Minor, S. 171",,918440,"Franz Liszt, Vladimir Horowitz - Ballade No. 2 in B Minor, S. 171",1930,0.0697,0.982,0.295,0.0696,0,0.892,11,0.111,-23.701,1,19,0.0387,66.145,4DdF8wXqThIAGAqy14uYFd
1930,1935,"Anton Bruckner, Karl Böhm, Staatskapelle Dresden",Bruckner: Symphony No. 5 in B-Flat Major: II. Adagio - Sehr langsam,,914960,"Anton Bruckner, Karl Böhm, Staatskapelle Dresden - Bruckner: Symphony No. 5 in B-Flat Major: II. Adagio - Sehr langsam",1935,0.039,0.7959999999999999,0.18,0.11,0,0.8759999999999999,5,0.36200000000000004,-16.924,1,0,0.0371,102.323,1jBre3tJUgaPBMGvGFAX7v
1930,1935,"Ludwig van Beethoven, Karl Böhm, Staatskapelle Dresden","Beethoven: Piano Concerto No. 4 in G Major, Op. 58: I. Allegro moderato",,911760,"Ludwig van Beethoven, Karl Böhm, Staatskapelle Dresden - Beethoven: Piano Concerto No. 4 in G Major, Op. 58: I. Allegro moderato",1935,0.139,0.953,0.33799999999999997,0.198,0,0.8059999999999999,7,0.26899999999999996,-18.026,1,0,0.0354,116.47200000000001,1ewJABWIuAFpP8LeQX62RK
1930,1939,Alcoholics Anonymous,His Conscience,,907157,Alcoholics Anonymous - His Conscience,1939-01-01,0.574,0.8029999999999999,0.639,0.221,0,0.0,10,0.22,-18.517,0,0,0.965,85.93799999999996,2uIkzWx0mW8csQAscfYGOY
1930,1935,"Richard Strauss, Karl Böhm, Staatskapelle Dresden","Strauss, R: Till Eulenspiegels lustige Streiche, Op. 28, TrV 171",,898107,"Richard Strauss, Karl Böhm, Staatskapelle Dresden - Strauss, R: Till Eulenspiegels lustige Streiche, Op. 28, TrV 171",1935,0.131,0.937,0.254,0.237,0,0.868,5,0.332,-14.232999999999999,1,0,0.0422,84.088,368pz8qZHsxKPwFDybAj9Y
1930,1939,Alcoholics Anonymous,My Wife And I,,887098,Alcoholics Anonymous - My Wife And I,1939-01-01,0.5920000000000001,0.777,0.72,0.23199999999999998,0,0.0,10,0.20199999999999999,-18.597,0,0,0.96,125.262,1WjJnBEBq2mrhgdQ79guF2
1930,1939,Alcoholics Anonymous,Ace Full Seven Eleven,,885568,Alcoholics Anonymous - Ace Full Seven Eleven,1939-01-01,0.606,0.787,0.698,0.22,0,0.0,0,0.19899999999999998,-18.519000000000002,1,0,0.9620000000000001,104.271,2cbNLEJD3DgHhfKZ7JrJpV
1930,1935,"Robert Schumann, Karl Böhm, Staatskapelle Dresden","Schumann: Piano Concerto in A Minor, Op. 54: I. Allegro affettuoso",,870773,"Robert Schumann, Karl Böhm, Staatskapelle Dresden - Schumann: Piano Concerto in A Minor, Op. 54: I. Allegro affettuoso",1935,0.0718,0.9890000000000001,0.226,0.0886,0,0.897,9,0.289,-20.875,0,0,0.0375,79.456,5he9ptevcct9P4cey2rKtl
1930,1935,"Richard Wagner, Karl Böhm, Staatskapelle Dresden","Wagner: Tannhäuser, WWV 70: Overture to Act 1",,867613,"Richard Wagner, Karl Böhm, Staatskapelle Dresden - Wagner: Tannhäuser, WWV 70: Overture to Act 1",1935,0.0565,0.925,0.159,0.226,0,0.887,4,0.273,-13.118,1,0,0.0344,83.72,5U9MHvRZsdG9nJfs2WC9XK
1930,1939,Alcoholics Anonymous,A Business Man's Recovery,,867167,Alcoholics Anonymous - A Business Man's Recovery,1939-01-01,0.601,0.7929999999999999,0.617,0.23,0,0.0,0,0.19899999999999998,-18.507,1,0,0.966,65.399,65nsJc5wyesUBBrhlbWrDr
1930,1930,"Ludwig van Beethoven, Staatskapelle Berlin, Hans Pfitzner","Symphony No. 6 in F Major, Op. 68 ""Pastoral"": 2. Szene am Bach - Andante molto mosso",,854038,"Ludwig van Beethoven, Staatskapelle Berlin, Hans Pfitzner - Symphony No. 6 in F Major, Op. 68 ""Pastoral"": 2. Szene am Bach - Andante molto mosso",1930-01-01,0.10400000000000001,0.9740000000000001,0.239,0.139,0,0.838,5,0.105,-17.245,1,0,0.0435,131.881,6fhYqIWYMKZICZNnz7FMLx
1930,1939,Alcoholics Anonymous,The Back Slider,,850037,Alcoholics Anonymous - The Back Slider,1939-01-01,0.623,0.809,0.616,0.235,0,0.0,0,0.28,-18.508,1,0,0.965,71.914,6cBZ0kCPPBac1IKBeApo0b
1930,1939,"Ludwig van Beethoven, Arturo Toscanini","Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": I. Allegro con brio",,836813,"Ludwig van Beethoven, Arturo Toscanini - Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": I. Allegro con brio",1939,0.301,0.8,0.33899999999999997,0.121,0,0.787,3,0.1,-13.094000000000001,1,0,0.0372,77.003,6GK82jPj5fIJsnOqTaE3QN
1930,1935,"George Gershwin, Alfred Newman, Leonard Pennario, Hollywood Bowl Symphony Orchestra",Second Rhapsody,,833627,"George Gershwin, Alfred Newman, Leonard Pennario, Hollywood Bowl Symphony Orchestra - Second Rhapsody",1935,0.107,0.943,0.247,0.341,0,0.812,10,0.126,-16.31,0,0,0.0532,77.53399999999998,26aXgIHc2ZNILTN2gEPkxl
1930,1935,"George Gershwin, Arthur Fiedler, Boston Pops Orchestra, Jesús Maria Sanromá",Rhapsody in Blue,,830547,"George Gershwin, Arthur Fiedler, Boston Pops Orchestra, Jesús Maria Sanromá - Rhapsody in Blue",1935,0.184,0.9520000000000001,0.361,0.34700000000000003,0,0.8490000000000001,9,0.11199999999999999,-13.759,1,0,0.0355,82.725,6CSOHMU0vQhZrjicNZYdWx
1930,1935,"Ludwig van Beethoven, Karl Böhm, Staatskapelle Dresden","Beethoven: Leonore Overture No. 3, Op. 72b",,826613,"Ludwig van Beethoven, Karl Böhm, Staatskapelle Dresden - Beethoven: Leonore Overture No. 3, Op. 72b",1935,0.136,0.938,0.19399999999999998,0.0993,0,0.843,0,0.10800000000000001,-17.515,1,0,0.0408,83.65799999999999,210Zthv7mlNYFMpS1BAsKx
1930,1931,Charlie Chaplin,The Boxing Match,classic soundtrack,824208,Charlie Chaplin - The Boxing Match,1931,0.455,0.547,0.45,0.316,0,0.764,8,0.36,-9.948,1,2,0.0451,125.33,1H1NFtQv2HFhg7DTNgEf1a
1930,1931,Charlie Chaplin,The Boxing Match,classic soundtrack,824208,Charlie Chaplin - The Boxing Match,1931,0.455,0.547,0.45,0.316,0,0.764,8,0.36,-9.948,1,0,0.0451,125.33,5RumlRQ92Z3WyEHDv8VZgB
1930,1939,Tamás Cseh,Marilyn dala,"hungarian folk, magyar alternative",822800,Tamás Cseh - Marilyn dala,1939-07-01,0.263,0.45899999999999996,0.541,0.247,0,0.0,7,0.315,-22.199,1,0,0.85,85.71700000000001,2dL3AkgCqT5u7t6mzB7XMk
1930,1939,Alcoholics Anonymous,Women Suffer Too,,810004,Alcoholics Anonymous - Women Suffer Too,1939-01-01,0.5589999999999999,0.7879999999999999,0.645,0.23199999999999998,0,0.0,11,0.316,-18.677,1,0,0.9640000000000001,87.76799999999999,5ZLrmjHMW5YWCwQRAhup8R
1930,1937,"Erik Satie, Francis Poulenc, Jacques Février, Pierre Bernac",Trois morceaux en forme de poire,,809840,"Erik Satie, Francis Poulenc, Jacques Février, Pierre Bernac - Trois morceaux en forme de poire",1937,0.0731,0.995,0.526,0.0444,0,0.899,0,0.147,-19.963,1,0,0.0471,108.022,6SLTAGK9KJ9kQg9auSj4EJ
1930,1937,"Erik Satie, Philharmonia Orchestra, Igor Markevitch",Parade,,807720,"Erik Satie, Philharmonia Orchestra, Igor Markevitch - Parade",1937,0.0644,0.9259999999999999,0.209,0.177,0,0.868,0,0.0889,-14.969000000000001,1,0,0.0401,75.949,032B0ua5LdSknpbS2nBij9
1930,1937,"Franz Schubert, Busch Quartet",String Quartet No. 15 in G major D.887 (2006 Digital Remaster): I. Allegro molto moderato,,800840,"Franz Schubert, Busch Quartet - String Quartet No. 15 in G major D.887 (2006 Digital Remaster): I. Allegro molto moderato",1937,0.182,0.924,0.327,0.155,0,0.5770000000000001,7,0.5529999999999999,-16.276,1,0,0.046,90.661,31R50d2AuHlRMqWSH3CCDW
1930,1935,"Anton Bruckner, Karl Böhm, Staatskapelle Dresden",Bruckner: Symphony No. 5 in B-Flat Major: III. Scherzo - Molto vivace,,792853,"Anton Bruckner, Karl Böhm, Staatskapelle Dresden - Bruckner: Symphony No. 5 in B-Flat Major: III. Scherzo - Molto vivace",1935,0.172,0.86,0.341,0.141,0,0.888,7,0.0698,-15.879000000000001,1,0,0.0432,129.464,3TpzrQWTIxDzTH7wB4ouZE
1930,1930,"Franz Liszt, Vladimir Horowitz","Années de pèlerinage, Première année (Suisse), S. 160: No. 6, Vallée d'Obermann",,791893,"Franz Liszt, Vladimir Horowitz - Années de pèlerinage, Première année (Suisse), S. 160: No. 6, Vallée d'Obermann",1930,0.0379,0.982,0.295,0.0713,0,0.8909999999999999,11,0.6990000000000001,-20.649,1,14,0.0472,75.303,34y6Gie19NTeapGMoqCHhl
1930,1939,Alcoholics Anonymous,A Feminine Victory,,785866,Alcoholics Anonymous - A Feminine Victory,1939-01-01,0.547,0.794,0.7,0.225,0,0.0,0,0.172,-18.421,1,0,0.963,103.95700000000001,2t6Bi6LTHAcJpv2zKSnpez
1930,1938,"Anton Bruckner, Berliner Philharmoniker, Carl Schuricht","Symphony No.7 In E Major, WAB 107 - Ed. Haas: 4. Finale. Bewegt, doch nicht schnell",,785533,"Anton Bruckner, Berliner Philharmoniker, Carl Schuricht - Symphony No.7 In E Major, WAB 107 - Ed. Haas: 4. Finale. Bewegt, doch nicht schnell",1938-01-01,0.0675,0.981,0.23199999999999998,0.141,0,0.8220000000000001,11,0.33399999999999996,-16.548,1,0,0.0378,94.62100000000001,4xk8q1tNDTplStBGGhX7uR
1930,1935,"Franz Schubert, Karl Böhm, Wiener Philharmoniker","Schubert: Symphony No. 8 in B Minor, D. 759, ""Unfinished"": II. Andante con moto",,780773,"Franz Schubert, Karl Böhm, Wiener Philharmoniker - Schubert: Symphony No. 8 in B Minor, D. 759, ""Unfinished"": II. Andante con moto",1935,0.0399,0.956,0.0704,0.0404,0,0.7709999999999999,4,0.147,-22.121,1,0,0.040999999999999995,76.117,1pKI7BShqMRgw4aoQdIgMa
1930,1937,"Ludwig van Beethoven, Wilhelm Backhaus","Sonate pour piano No. 32 in C Minor, Op. 111: II. Arietta (Adagio molto, semplice e cantabile)",,778880,"Ludwig van Beethoven, Wilhelm Backhaus - Sonate pour piano No. 32 in C Minor, Op. 111: II. Arietta (Adagio molto, semplice e cantabile)",1937,0.0472,0.986,0.265,0.114,0,0.917,0,0.139,-22.653000000000002,1,0,0.0421,60.18899999999999,6GncekQAEtN4LijlFUylw0
1930,1936,"Howard Shelly, Kurt Graunke",Concert for piano and orchestra: I. Andante e Romanza,,777340,"Howard Shelly, Kurt Graunke - Concert for piano and orchestra: I. Andante e Romanza",1936,0.0362,0.956,0.115,0.0323,0,0.615,4,0.10300000000000001,-26.761999999999997,0,0,0.0434,56.681999999999995,36Ltai40s4cGoO10kXuekm
1930,1939,Alcoholics Anonymous,Smile With Me At Me,,776407,Alcoholics Anonymous - Smile With Me At Me,1939-01-01,0.578,0.816,0.7070000000000001,0.245,0,0.0,0,0.17600000000000002,-18.442999999999998,1,0,0.963,106.838,0Aw9sShqIXTgXKbH6tF5Pw
1930,1939,"Johannes Brahms, Sir John Barbirolli, New York Philharmonic","Symphony No. 2 in D Major, Op. 73: I. Allegro non troppo",,772987,"Johannes Brahms, Sir John Barbirolli, New York Philharmonic - Symphony No. 2 in D Major, Op. 73: I. Allegro non troppo",1939,0.126,0.904,0.26899999999999996,0.151,0,0.8590000000000001,2,0.113,-13.847999999999999,1,0,0.0385,125.824,4kzK9IJoBHHu2yQ8jWOBTR
1930,1937,"Ludwig van Beethoven, Mieczysław Horszowski","Sonate pour piano No. 30 in E Major, Op. 109: III. Gesangvoll, mit innigster Empfindung (Andante molto cantabile ed espressivo)",,768813,"Ludwig van Beethoven, Mieczysław Horszowski - Sonate pour piano No. 30 in E Major, Op. 109: III. Gesangvoll, mit innigster Empfindung (Andante molto cantabile ed espressivo)",1937,0.0397,0.993,0.27899999999999997,0.0177,0,0.887,4,0.11699999999999999,-28.680999999999997,1,0,0.0482,73.589,2lC7gldy0nyXBZQk9CVl6o
1930,1938,ชยุดี วสวานนท์,สร้อยลำปาง เถา,,767200,ชยุดี วสวานนท์ - สร้อยลำปาง เถา,1938,0.501,0.725,0.375,0.536,0,0.873,5,0.33299999999999996,-10.145,1,2,0.0416,114.064,7KVjKDKKdK9udP8ELHQKEy
1930,1935,"Ludwig van Beethoven, Georg Kulenkampff, Wilhelm Kempff","Violin Sonata No. 9 in A Major, Op. 47 ""Kreutzer"": II. Andante con variazioni",,759303,"Ludwig van Beethoven, Georg Kulenkampff, Wilhelm Kempff - Violin Sonata No. 9 in A Major, Op. 47 ""Kreutzer"": II. Andante con variazioni",1935-05-01,0.247,0.99,0.425,0.0623,0,0.262,5,0.154,-20.683000000000003,1,1,0.0469,106.53,2KeYK9lo5nk06YhbNKEOLT
1930,1935,"Johannes Brahms, Karl Böhm, Staatskapelle Dresden","Brahms: Symphony No. 4 in E Minor, Op. 98: I. Allegro non troppo",,754480,"Johannes Brahms, Karl Böhm, Staatskapelle Dresden - Brahms: Symphony No. 4 in E Minor, Op. 98: I. Allegro non troppo",1935,0.11800000000000001,0.9179999999999999,0.21,0.174,0,0.903,4,0.35100000000000003,-12.639000000000001,0,0,0.0347,80.95,4kitSA29V9ZlJN0QKNplKt
1930,1935,"Samuel Barber, Thomas Schippers, New York Philharmonic","Medea's Dance of Vengeance, Op. 23a",,752560,"Samuel Barber, Thomas Schippers, New York Philharmonic - Medea's Dance of Vengeance, Op. 23a",1935,0.0662,0.853,0.225,0.158,0,0.79,7,0.0947,-18.064,1,6,0.0404,107.01299999999999,0r0PMw5tTUBBwLPlcp9N1e
1930,1936,"Gioachino Rossini, Arturo Toscanini",Overture,,745640,"Gioachino Rossini, Arturo Toscanini - Overture",1936,0.231,0.675,0.259,0.136,0,0.499,9,0.254,-19.233,1,0,0.0448,83.473,5PN6qreUkTv5URDZSvWdKe
1930,1935,"Franz Schubert, Karl Böhm, Wiener Philharmoniker","Schubert: Symphony No. 8 in B Minor, D. 759, ""Unfinished"": I. Allegro moderato",,741227,"Franz Schubert, Karl Böhm, Wiener Philharmoniker - Schubert: Symphony No. 8 in B Minor, D. 759, ""Unfinished"": I. Allegro moderato",1935,0.0509,0.94,0.193,0.0501,0,0.872,7,0.33299999999999996,-16.869,1,0,0.0401,104.537,3eG5V71sCaXxiNjMok9DP9
1930,1935,"Richard Wagner, Karl Böhm, Hans Hermann Nissen, Torsten Ralf, Staatskapelle Dresden","Wagner: Die Meistersinger von Nürnberg, WWV 96, Act 3: ""Morgenlich leuchtend im rosigen Schein"" (Sachs, Walther)",,738160,"Richard Wagner, Karl Böhm, Hans Hermann Nissen, Torsten Ralf, Staatskapelle Dresden - Wagner: Die Meistersinger von Nürnberg, WWV 96, Act 3: ""Morgenlich leuchtend im rosigen Schein"" (Sachs, Walther)",1935,0.21,0.9570000000000001,0.294,0.263,0,0.0825,0,0.10800000000000001,-14.140999999999998,1,0,0.0454,83.28,4OHFV6Bp03jjXyInXMe3dw
1930,1930,"Franz Liszt, Vladimir Horowitz","Mephisto Waltz No. 1, S. 514",,735200,"Franz Liszt, Vladimir Horowitz - Mephisto Waltz No. 1, S. 514",1930,0.0734,0.975,0.37,0.18899999999999997,0,0.8420000000000001,1,0.6940000000000001,-22.01,0,15,0.0442,118.259,19Ol0MHJQ9aFXy1k1717Yq
1930,1939,Alcoholics Anonymous,The Independent Blonde,,733043,Alcoholics Anonymous - The Independent Blonde,1939-01-01,0.5429999999999999,0.809,0.722,0.215,0,0.0,0,0.157,-18.541,1,0,0.96,126.045,0qGni7WenfKAOu6fagEryM
1930,1938,Benny Goodman,"Sing, Sing, Sing - Live","adult standards, bebop, big band, jazz, jazz clarinet, lounge, stride, swing, vintage jazz, vocal jazz",732333,"Benny Goodman - Sing, Sing, Sing - Live",1938,0.149,0.6459999999999999,0.4970000000000001,0.491,0,0.7809999999999999,11,0.9790000000000001,-12.128,1,9,0.115,109.325,33izy4mhfEZe8oWuMmv8PD
1930,1939,"Miklós Rózsa, Hollywood Bowl Orchestra",Spellbound (1945) Spellbound Concerto,,731254,"Miklós Rózsa, Hollywood Bowl Orchestra - Spellbound (1945) Spellbound Concerto",1939-01-01,0.0506,0.884,0.28300000000000003,0.239,0,0.614,8,0.10800000000000001,-13.962,1,0,0.0289,85.431,2wke5oNlPUAc3wAcxXXn7Y
1930,1939,Alcoholics Anonymous,Home Brewmeister,,727452,Alcoholics Anonymous - Home Brewmeister,1939-01-01,0.5720000000000001,0.779,0.7020000000000001,0.21100000000000002,0,0.0,10,0.319,-18.509,0,0,0.9620000000000001,105.559,4d7KxKszUxztBAsn1AUQ2u
1930,1935,"George Gershwin, Arthur Fiedler, Boston Pops Orchestra, Earl Wild",Piano Concerto in F: I. Allegro,,725240,"George Gershwin, Arthur Fiedler, Boston Pops Orchestra, Earl Wild - Piano Concerto in F: I. Allegro",1935,0.128,0.975,0.33799999999999997,0.293,0,0.9109999999999999,1,0.13699999999999998,-17.701,1,0,0.0371,96.318,1vNsg86hAx7QmmMb64xrnw
1930,1938,Benny Goodman,Sing Sing Sing (With a Swing) - Live,"adult standards, bebop, big band, jazz, jazz clarinet, lounge, stride, swing, vintage jazz, vocal jazz",722173,Benny Goodman - Sing Sing Sing (With a Swing) - Live,1938,0.11800000000000001,0.26,0.491,0.423,0,0.434,11,0.109,-16.153,1,17,0.07,109.56,7uMH3LhITNf4xq4eDrfdah
1930,1936,"Dale Carnegie, Till Hagen, Stefan Kaminski","Wie man Freunde gewinnt - Die Kunst, beliebt und einflussreich zu werden, Kapitel 51",,720920,"Dale Carnegie, Till Hagen, Stefan Kaminski - Wie man Freunde gewinnt - Die Kunst, beliebt und einflussreich zu werden, Kapitel 51",1936,0.599,0.35700000000000004,0.621,0.3670000000000001,0,0.0,10,0.126,-13.693,0,16,0.9570000000000001,77.95,32tsFfwTYAqcfUccKNivJ3
1930,1936,"Ludwig van Beethoven, Wilhelm Kempff","Piano Sonata No. 29 in B-Flat Major, Op. 106 ""Hammerklavier"": IV. Largo - Allegro - Allegro risoluto",,711280,"Ludwig van Beethoven, Wilhelm Kempff - Piano Sonata No. 29 in B-Flat Major, Op. 106 ""Hammerklavier"": IV. Largo - Allegro - Allegro risoluto",1936,0.147,0.992,0.337,0.155,0,0.622,10,0.09,-19.48,1,0,0.036000000000000004,100.382,2n4pk1mnU1k9rzcBfwE3nl
