decade,year,artists,name,genres,duration_ms,artist_song,release_date,valence,acousticness,danceability,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,id
1960,1967,The Beatles,A Day In The Life,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",323027,The Beatles - A Day In The Life,24618,0.149,0.257,0.332,0.38,0,0.000474,4,0.255,-14.601,0,28,0.0474,78.742,4Qd0ojqwezaDyHpZWlhQt5
1970,1973,The Beatles,A Day In The Life - Remastered 2010,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",307680,The Beatles - A Day In The Life - Remastered 2010,26756,0.265,0.199,0.457,0.361,0,0.000862,4,0.108,-14.52,0,44,0.0308,81.068,7lQ9vPEIo4caEIctf6bYOi
1960,1967,The Beatles,Within You Without You - Remix,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",307587,The Beatles - Within You Without You - Remix,24624,0.365,0.325,0.292,0.545,0,5.95E-05,6,0.306,-8.475,1,38,0.0352,124.251,0zOVNfqK09eYVHhv5N3lNY
1960,1967,The Beatles,Within You Without You - Remix,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",307587,The Beatles - Within You Without You - Remix,24618,0.373,0.357,0.291,0.551,0,6.16E-05,6,0.239,-8.17,1,41,0.0345,125.07,0kEDYd5bgOdo2yjTaXGMi4
1960,1967,The Beatles,Within You Without You,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",307427,The Beatles - Within You Without You,24618,0.395,0.421,0.331,0.436,0,0.0085,6,0.53,-12.365,1,24,0.0367,126.419,6g2rBp8zgjFtV1kWQk9Ty0
1960,1967,The Beatles,Within You Without You - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",304667,The Beatles - Within You Without You - Remastered 2009,24624,0.354,0.339,0.352,0.479,0,0.000353,6,0.486,-9.965,1,59,0.0338,126.166,3Umg8CDhO8dOSj7yBTInYb
1960,1967,The Beatles,A Day In The Life - Take 1 With Hums,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",291960,The Beatles - A Day In The Life - Take 1 With Hums,24624,0.195,0.918,0.493,0.33,0,0.000139,4,0.281,-11.555,0,31,0.0384,162.502,2i9KZZlTOYfX7EtMHtX5NS
1960,1967,The Beatles,A Day In The Life - Take 2,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",289120,The Beatles - A Day In The Life - Take 2,24618,0.171,0.905,0.5,0.205,0,0.0000672,4,0.345,-16.155,0,26,0.0437,76.521,2n0qkPLHOssnZb1pB19puZ
1970,1973,The Beatles,While My Guitar Gently Weeps - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",286840,The Beatles - While My Guitar Gently Weeps - Remastered 2009,26756,0.699,0.0212,0.451,0.585,0,0.00572,4,0.161,-10.431,0,40,0.0318,114.941,6JBjqwVQNIPpXHedQaP82R
1960,1968,The Beatles,While My Guitar Gently Weeps - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",285000,The Beatles - While My Guitar Gently Weeps - Remastered 2009,25164,0.702,0.0205,0.453,0.654,0,0.00395,4,0.172,-8.855,0,70,0.0317,115,389QX9Q1eUOEZ19vtzzI9O
1960,1967,The Beatles,A Day In The Life - First Mono Mix,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",283107,The Beatles - A Day In The Life - First Mono Mix,24618,0.241,0.324,0.478,0.33,0,0.00147,4,0.466,-13.298,0,24,0.0467,80.589,3O01tsV0nPn9IwW1I1rYmh
1960,1967,The Beatles,A Day In The Life - Take 1,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",281493,The Beatles - A Day In The Life - Take 1,24618,0.2,0.922,0.508,0.311,0,0.0000874,4,0.125,-12.204,0,28,0.0403,84.655,3FplMj2gYs4cymgvLvl8sO
1960,1967,The Beatles,I Am The Walrus - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",275867,The Beatles - I Am The Walrus - Remastered 2009,24803,0.654,0.0828,0.401,0.556,0,0.000359,2,0.589,-10.532,1,64,0.0513,85.206,6Pq9MmkDQYZiiCDpxnvrf6
1970,1973,The Beatles,I Am The Walrus - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",275680,The Beatles - I Am The Walrus - Remastered 2009,26756,0.662,0.076,0.377,0.511,0,0.000334,2,0.6,-11.887,1,40,0.0447,87.614,01p2T2WtAGVbjnNhNHZfiA
1960,1968,The Beatles,Helter Skelter - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",269787,The Beatles - Helter Skelter - Remastered 2009,25164,0.281,0.000606,0.166,0.831,0,0.846,9,0.811,-8.469,1,62,0.0894,167.518,0Bs0hUYxz7REyIHH7tRhL2
1990,1995,The Beatles,Free As A Bird - Anthology 1 Version,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",265293,The Beatles - Free As A Bird - Anthology 1 Version,35023,0.457,0.0438,0.474,0.503,0,0.016,9,0.153,-9.074,1,50,0.0279,72.323,6hLY3Tz1Xt5kBuKNDTs4ib
1960,1969,The Beatles,Come Together - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",259947,The Beatles - Come Together - Remastered 2009,25472,0.187,0.0302,0.533,0.376,0,0.248,9,0.0926,-11.913,0,79,0.0393,165.007,2EqlS6tkEnglzr7tkKAAYD
1980,1988,The Beatles,You Know My Name (Look Up The Number) - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",259907,The Beatles - You Know My Name (Look Up The Number) - Remastered 2009,32209,0.696,0.647,0.672,0.529,0,0,2,0.147,-11.566,1,37,0.2,118.822,2k7gS1tS9OHeS3e8MatzgJ
1970,1973,The Beatles,Come Together - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",259667,The Beatles - Come Together - Remastered 2009,26756,0.152,0.0287,0.53,0.375,0,0.243,9,0.128,-12.007,0,39,0.0407,167.77,71JkCL6msHDScuCKaJXFXP
2000,2000,The Beatles,Come Together - Remastered 2015,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",258693,The Beatles - Come Together - Remastered 2015,36843,0.183,0.0601,0.559,0.343,0,0.138,9,0.1,-13.072,0,54,0.0424,164.53,3CEFDHJSiERlfwRujZ1CkJ
1960,1968,The Beatles,Revolution 1 - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",255707,The Beatles - Revolution 1 - Remastered 2009,25164,0.695,0.0785,0.386,0.626,0,0.00164,9,0.621,-9.451,1,52,0.0377,98.425,1aOzDhi5a1RWWRy5dmYA8I
1960,1967,The Beatles,Strawberry Fields Forever - Stereo Mix 2015,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",249920,The Beatles - Strawberry Fields Forever - Stereo Mix 2015,24618,0.228,0.385,0.413,0.722,0,0.000335,10,0.0994,-6.54,1,38,0.273,97.965,3Pqf09cdDlOYDNkrbw5l0p
1970,1973,The Beatles,Strawberry Fields Forever - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",248933,The Beatles - Strawberry Fields Forever - Remastered 2009,26756,0.28,0.323,0.389,0.491,0,0.000116,10,0.0704,-13.052,1,44,0.184,97.974,7cJNjpJZmMeaEjAiHZ36VV
1960,1967,The Beatles,Strawberry Fields Forever,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",248867,The Beatles - Strawberry Fields Forever,24618,0.331,0.498,0.411,0.56,0,0.00949,10,0.0817,-13.167,1,32,0.254,98.333,46JGVfEEiBScTaiP3Bnh27
1960,1967,The Beatles,"Lucy In The Sky With Diamonds - Speech, False Start And Take 5","beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",248480,"The Beatles - Lucy In The Sky With Diamonds - Speech, False Start And Take 5",24618,0.401,0.723,0.475,0.384,0,0.00000688,2,0.158,-13.292,1,23,0.119,132.659,0vEEJGrKJLleW4cziz2C6s
1960,1967,The Beatles,Strawberry Fields Forever - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",247320,The Beatles - Strawberry Fields Forever - Remastered 2009,24803,0.289,0.336,0.39,0.502,0,0.000138,10,0.0713,-12.277,1,71,0.178,97.871,3Am0IbOxmvlSXro7N5iSfZ
1960,1967,The Beatles,Strawberry Fields Forever - Stereo Mix 2015,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",246413,The Beatles - Strawberry Fields Forever - Stereo Mix 2015,24624,0.255,0.342,0.38,0.627,0,0.000231,10,0.092,-9.647,1,36,0.267,95.797,7wvgGz8Mkz7VWpGKztBtBg
1970,1970,The Beatles,Let It Be - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",243027,The Beatles - Let It Be - Remastered 2009,25696,0.41,0.631,0.443,0.403,0,0,0,0.111,-8.339,1,78,0.0322,143.462,7iN1s7xHE4ifF5povM6A48
1960,1969,The Beatles,You Never Give Me Your Money - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",242973,The Beatles - You Never Give Me Your Money - Remastered 2009,25472,0.223,0.345,0.335,0.416,0,0.136,0,0.116,-11.051,1,58,0.0348,174.464,1jOLTO379yIu9aMnCkpMQl
1960,1968,The Beatles,Yer Blues - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",240453,The Beatles - Yer Blues - Remastered 2009,25164,0.435,0.000875,0.327,0.525,0,0.259,9,0.133,-10.272,1,51,0.0475,151.766,2AsGApoUuN8pTM17Lq9eUd
1960,1967,The Beatles,Lucy In The Sky With Diamonds - Take 1,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",238867,The Beatles - Lucy In The Sky With Diamonds - Take 1,24624,0.316,0.787,0.418,0.367,0,0.0000345,2,0.108,-12.36,1,33,0.0503,97.058,3BrTDY7Lpwm7UqC1pdnbaQ
2000,2006,The Beatles,Hey Jude,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",238854,The Beatles - Hey Jude,39038,0.585,0.091,0.462,0.632,0,0,5,0.397,-7.438,1,62,0.0248,74.268,1eT2CjXwFXNx6oY5ydvzKU
1960,1968,The Beatles,Dear Prudence - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",235773,The Beatles - Dear Prudence - Remastered 2009,25164,0.332,0.16,0.388,0.529,0,0.0681,7,0.108,-10.533,1,62,0.0436,150.721,5NQYyej46WQkgCbnzGD21W
1960,1967,The Beatles,Within You Without You - George Coaching The Musicians,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",235667,The Beatles - Within You Without You - George Coaching The Musicians,24618,0.315,0.828,0.36,0.313,0,0.0000261,5,0.155,-13.814,1,22,0.0401,119.292,1cUJR1XBKqBUKCsc9J1DRH
1960,1967,The Beatles,Blue Jay Way - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",235067,The Beatles - Blue Jay Way - Remastered 2009,24803,0.0378,0.0258,0.294,0.407,0,0.000219,0,0.0852,-11.575,1,50,0.0308,101.052,0QIX9BS0AUCQcHYvyrsMkV
1970,1970,The Beatles,Dig A Pony - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",235000,The Beatles - Dig A Pony - Remastered 2009,25696,0.527,0.472,0.538,0.478,0,0,11,0.17,-8.957,0,50,0.0388,59.004,4OUmlC67FoPLvQNuE5C7kF
1990,1996,The Beatles,Real Love - Anthology 2 Version,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",234053,The Beatles - Real Love - Anthology 2 Version,35142,0.405,0.0458,0.375,0.694,0,0.019,8,0.257,-7.334,1,50,0.031,175.726,5frMgt4jqRGJk3yMKfqOyl
1970,1973,The Beatles,Let It Be - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",232373,The Beatles - Let It Be - Remastered 2009,26756,0.476,0.793,0.448,0.348,0,0.0000347,0,0.125,-10.485,1,41,0.0367,139.449,2xAEMttFb293s8FmbH8tgX
1980,1988,The Beatles,Let It Be - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",231733,The Beatles - Let It Be - Remastered 2009,32209,0.477,0.807,0.448,0.382,0,0.0000582,0,0.118,-9.195,1,35,0.035,139.09,1IfolkSpgWO3FpzQo0J96I
1960,1969,The Beatles,All You Need Is Love - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",231213,The Beatles - All You Need Is Love - Remastered 2009,25220,0.627,0.345,0.4,0.463,0,0.0000459,7,0.286,-8.455,1,43,0.0288,103.103,2Z8cY4QpZTFUZxCQCpvNe1
1960,1968,The Beatles,Don't Pass Me By - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",230453,The Beatles - Don't Pass Me By - Remastered 2009,25164,0.946,0.594,0.599,0.537,0,0.0000192,0,0.194,-9.617,1,50,0.0254,84.895,4zq4rrfHZeZsTbo5vjJXSV
2000,2000,The Beatles,Let It Be - Remastered 2015,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",230440,The Beatles - Let It Be - Remastered 2015,36843,0.483,0.58,0.445,0.436,0,0.0000263,0,0.112,-8.536,1,60,0.0332,139.848,4qsVPnhbvEooD1bSNqvvh0
1960,1967,The Beatles,All You Need Is Love - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",230387,The Beatles - All You Need Is Love - Remastered 2009,24803,0.653,0.346,0.4,0.48,0,0.000031,7,0.155,-7.768,1,66,0.0295,103.436,68BTFws92cRztMS1oQ7Ewj
1960,1967,The Beatles,Lucy In The Sky With Diamonds - Original Mono Mix - No. 11,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",229827,The Beatles - Lucy In The Sky With Diamonds - Original Mono Mix - No. 11,24618,0.24,0.0663,0.326,0.371,0,0,2,0.0466,-11.942,1,25,0.0408,94.892,0E6WZbPpTm28V0Cs7NyqhV
1970,1973,The Beatles,Across The Universe - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",229787,The Beatles - Across The Universe - Remastered 2009,26756,0.84,0.405,0.252,0.395,0,0.000119,1,0.0635,-12.323,1,39,0.0283,154.06,2Yh0H2OXI2UItG9GGfQzlK
1980,1988,The Beatles,Across The Universe - World Wildlife Fund Version / Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",229173,The Beatles - Across The Universe - World Wildlife Fund Version / Remastered 2009,32209,0.549,0.517,0.461,0.575,0,0,10,0.138,-10.709,1,40,0.0538,82.634,691jw4auDZjaTOwUJmtoSy
1960,1967,The Beatles,She's Leaving Home - Take 1 / Instrumental,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",229147,The Beatles - She's Leaving Home - Take 1 / Instrumental,24618,0.198,0.931,0.442,0.0782,0,0.895,4,0.108,-16.256,1,27,0.0374,128.584,1w344nykRKrqN2JsMIUlvR
1960,1967,The Beatles,She's Leaving Home - Take 1 / Instrumental,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",229120,The Beatles - She's Leaving Home - Take 1 / Instrumental,24624,0.182,0.914,0.45,0.12,0,0.883,4,0.123,-13.069,1,30,0.0363,128.506,6FsdVfBnVYANpYBHo7qezC
1970,1973,The Beatles,All You Need Is Love - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",228653,The Beatles - All You Need Is Love - Remastered 2009,26756,0.692,0.343,0.389,0.436,0,0.000032,7,0.258,-9.7,1,40,0.0295,100.371,6tzFM08UuwxhuftjfUqaQA
1960,1967,The Beatles,She's Leaving Home - Take 6 / Instrumental,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",228253,The Beatles - She's Leaving Home - Take 6 / Instrumental,24618,0.285,0.928,0.47,0.0693,0,0.681,4,0.146,-15.798,1,22,0.038,129.005,2rMTGwQjnOcK6T0yBCDmvb
1970,1970,The Beatles,Across The Universe - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",228133,The Beatles - Across The Universe - Remastered 2009,25696,0.858,0.361,0.257,0.412,0,0.0000868,1,0.0702,-11.788,1,66,0.0287,152.126,4dkoqJrP0L8FXftrMZongF
2000,2000,The Beatles,All You Need Is Love - Remastered 2015,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",227760,The Beatles - All You Need Is Love - Remastered 2015,36843,0.676,0.437,0.397,0.625,0,0.00000547,7,0.263,-5.829,1,58,0.0347,104.54,6KqiVlOLfDzJViJVAPym1p
2000,2006,The Beatles,While My Guitar Gently Weeps,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",226757,The Beatles - While My Guitar Gently Weeps,39038,0.216,0.676,0.417,0.163,0,0.000211,5,0.112,-14.445,1,49,0.0369,122.61,0FzGKD3N0jK6nNOyOJBvNG
1960,1967,The Beatles,She's Leaving Home - First Mono Mix,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",222307,The Beatles - She's Leaving Home - First Mono Mix,24618,0.348,0.953,0.372,0.2,0,0,0,0.0881,-12.885,1,23,0.0346,133.423,1J6HWdkiLhk3s8eoEVn8yN
1960,1967,The Beatles,Lucy In The Sky With Diamonds - Take 1 And Speech At The End,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",220320,The Beatles - Lucy In The Sky With Diamonds - Take 1 And Speech At The End,24618,0.337,0.724,0.46,0.297,0,0.0000396,2,0.0799,-13.927,1,24,0.0485,134.224,3sVmaIGrxKARMwVPSVh2QM
1970,1973,The Beatles,The Long And Winding Road - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",220307,The Beatles - The Long And Winding Road - Remastered 2009,26756,0.383,0.761,0.311,0.294,0,0.0162,3,0.0631,-11.915,1,37,0.0289,132.064,61RZZePxOOTDVxIud3iyin
2000,2000,The Beatles,The Long And Winding Road - Remastered 2015,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",219440,The Beatles - The Long And Winding Road - Remastered 2015,36843,0.314,0.667,0.326,0.365,0,0.000523,3,0.0718,-8.776,1,53,0.0265,133.084,5xhP99gVBIkpr7omcdCeiy
1970,1970,The Beatles,The Long And Winding Road - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",218187,The Beatles - The Long And Winding Road - Remastered 2009,25696,0.392,0.756,0.299,0.329,0,0.0105,3,0.0559,-10.096,1,63,0.0279,132.282,3mlMpmY8oZIBFc39D9zLbh
1970,1970,The Beatles,I've Got A Feeling - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",217560,The Beatles - I've Got A Feeling - Remastered 2009,25696,0.364,0.0715,0.44,0.609,0,0,2,0.582,-8.824,1,52,0.0358,165.156,3gwRWIbr5ycEVLIAXrWaw7
1960,1969,The Beatles,Something - Studio Demo,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",217227,The Beatles - Something - Studio Demo,25472,0.243,0.955,0.408,0.187,0,0.000575,9,0.0766,-15.354,1,28,0.035,139.822,2Z6L3d10hFhySPcs6lgByo
1970,1970,The Beatles,Two Of Us - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",216813,The Beatles - Two Of Us - Remastered 2009,25696,0.931,0.0974,0.726,0.702,0,0.0000346,7,0.239,-10.757,1,54,0.032,109.114,0CaBBQsaAiRHhiLmzi7ZRp
1970,1973,The Beatles,Don't Let Me Down - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",215733,The Beatles - Don't Let Me Down - Remastered 2009,26756,0.733,0.568,0.593,0.289,0,0.000829,4,0.0928,-11.049,1,68,0.0259,77.119,3evG0BIqEFMMP7lVJh1cSf
1980,1988,The Beatles,Don't Let Me Down - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",215613,The Beatles - Don't Let Me Down - Remastered 2009,32209,0.732,0.567,0.593,0.304,0,0.000918,4,0.0954,-10.525,1,47,0.0256,75.632,0FP04YnQ8eDxkAH4rlwFar
1960,1967,The Beatles,She's Leaving Home - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",215160,The Beatles - She's Leaving Home - Remastered 2009,24624,0.393,0.944,0.381,0.214,0,0,4,0.106,-11.629,1,61,0.0337,127.581,3PjMtNzwhDHqxoKudm6GvF
1960,1968,The Beatles,Rocky Raccoon - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",213107,The Beatles - Rocky Raccoon - Remastered 2009,25164,0.648,0.333,0.599,0.363,0,0,7,0.243,-11.728,1,57,0.0315,79.456,1ITQbrueGLl581a25XXm9c
1960,1969,The Beatles,Oh! Darling - Take 4,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",210720,The Beatles - Oh! Darling - Take 4,25472,0.545,0.307,0.596,0.51,0,0.0000295,6,0.326,-10.309,0,28,0.0285,86.298,2EDozYSMH8s0fcPSak47Am
1970,1973,The Beatles,"Hello, Goodbye - Remastered 2009","beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",209893,"The Beatles - Hello, Goodbye - Remastered 2009",26756,0.827,0.302,0.475,0.693,0,0.0000286,0,0.148,-9.905,1,40,0.0252,99.313,2IWBUE3nED9Apuqhdov9O6
1970,1973,The Beatles,Lucy In The Sky With Diamonds - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",209667,The Beatles - Lucy In The Sky With Diamonds - Remastered 2009,26756,0.594,0.046,0.387,0.321,0,0,2,0.0528,-9.613,1,41,0.0263,97.624,0L5bImqubaaVKPnbD6MI0x
1960,1967,The Beatles,"Hello, Goodbye - Remastered 2009","beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",208840,"The Beatles - Hello, Goodbye - Remastered 2009",24803,0.806,0.306,0.479,0.733,0,0.000024,0,0.414,-8.753,1,65,0.0256,99.307,0vZ97gHhemKm6c64hTfJNA
1960,1967,The Beatles,Lucy In The Sky With Diamonds - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",208467,The Beatles - Lucy In The Sky With Diamonds - Remastered 2009,24624,0.668,0.0469,0.311,0.325,0,0,2,0.139,-9.042,1,69,0.0283,65.09,25yQPHgC35WNnnOUqFhgVR
1960,1967,The Beatles,Fixing A Hole - Speech And Take 3,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",208200,The Beatles - Fixing A Hole - Speech And Take 3,24618,0.613,0.185,0.622,0.454,0,0.0000747,5,0.038,-10.807,1,26,0.0573,117.871,3jropE4BAPdywe8r42Yhxx
1960,1969,The Beatles,Maxwell's Silver Hammer - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",207920,The Beatles - Maxwell's Silver Hammer - Remastered 2009,25472,0.726,0.629,0.764,0.426,0,0.000119,2,0.132,-11.045,1,58,0.0405,131.12,2S8xyNRJX1XQdo3qnTuovI
1960,1967,The Beatles,Fixing A Hole - Speech And Take 3,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",207840,The Beatles - Fixing A Hole - Speech And Take 3,24624,0.568,0.166,0.605,0.546,0,0.000121,5,0.0436,-7.176,1,29,0.0486,115.28,1RFpFW3Nz67JX5Obt7MlLm
2000,2000,The Beatles,"Hello, Goodbye - Remastered 2015","beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",207787,"The Beatles - Hello, Goodbye - Remastered 2015",36843,0.664,0.402,0.498,0.806,0,0.00000574,0,0.525,-5.284,1,55,0.0265,99.396,0hqjsgWRfMBf2s8xsvRq1M
